Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
2,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
3,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
4,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
5,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1091,0,-0.90,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
6,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1135,0,-0.88,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
7,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1179,0,-0.86,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
8,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1223,0,-0.84,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
9,16:18:30,0.07,-0.02,-0.06,0.33,0.00,1267,0,-0.82,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
10,16:18:31,0.07,-0.02,-0.06,0.33,0.00,1311,0,-0.80,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
11,16:18:31,0.07,-0.02,-0.06,0.33,0.00,1355,0,-0.78,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
