Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,15:45:15,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
2,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
3,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
4,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
5,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.90,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
6,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.88,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
7,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.86,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
8,15:45:18,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.84,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
9,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.82,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
10,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.80,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
11,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.78,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
12,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.76,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
13,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.74,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
14,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.72,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
15,15:45:19,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.70,4183.36,0.00,50.00,0.00,1,0.00,0.37,1.00,1,1.00,0
