Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
2,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
3,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
4,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
5,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.90,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
6,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.88,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
7,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.86,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
8,16:43:59,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.84,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
9,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.82,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
10,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.80,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
11,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.78,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
12,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.76,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
13,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.74,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
14,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.72,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
15,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.70,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
16,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.68,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
17,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.66,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
18,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.64,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
19,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.62,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
20,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.60,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
21,16:44:00,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.58,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
22,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.56,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
23,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.54,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
24,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.52,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
25,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.50,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
26,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.48,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
27,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.46,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
28,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.44,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
29,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.42,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
30,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.40,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
31,16:44:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.38,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
32,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.36,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
33,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.34,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
34,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.32,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
35,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.30,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
36,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.28,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
37,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.26,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
38,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.24,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
39,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.22,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
40,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.20,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
41,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.18,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
42,16:44:02,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.16,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
43,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.14,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
44,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.12,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
45,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.10,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
46,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.08,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
47,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.06,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
48,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.04,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
49,16:44:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.02,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
50,16:44:03,-0.07,-0.01,-0.02,0.33,0.00,1047,0,0.02,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
51,16:44:03,0.11,0.01,0.01,0.33,-0.00,1047,1,0.04,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
52,16:44:03,0.02,0.01,0.04,0.33,-0.00,1047,1,0.06,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
53,16:44:03,0.09,0.00,0.07,0.33,-0.00,1047,1,0.08,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
54,16:44:03,0.00,0.00,0.08,0.33,-0.00,1047,1,0.10,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.83,1,0.00,0
