Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,04:26:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.51,0.00,0.00,1,0.00,0
2,04:26:08,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.51,0.00,0.00,1,0.00,0
3,04:26:08,0.07,-0.02,-0.06,0.33,0.00,1070,0,-0.94,4183.36,0.00,50.00,0.00,1,0.52,0.00,0.00,1,0.00,0
4,04:26:08,0.07,-0.02,-0.06,0.33,0.00,1092,0,-0.92,4183.36,0.00,50.00,0.00,1,0.53,0.00,0.01,1,0.00,0
5,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1115,0,-0.90,4183.36,0.00,50.00,0.00,1,0.54,0.00,0.01,1,0.00,0
6,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1137,0,-0.88,4183.36,0.00,50.00,0.00,1,0.55,0.00,0.01,1,0.00,0
7,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1160,0,-0.86,4183.36,0.00,50.00,0.00,1,0.56,0.00,0.01,1,0.00,0
8,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1183,0,-0.84,4183.36,0.00,50.00,0.00,1,0.57,0.00,0.01,1,0.00,0
9,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1206,0,-0.82,4183.36,0.00,50.00,0.00,1,0.59,0.00,0.01,1,0.00,0
10,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1229,0,-0.80,4183.36,0.00,50.00,0.00,1,0.60,0.00,0.01,1,0.00,0
11,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1253,0,-0.78,4183.36,0.00,50.00,0.00,1,0.61,0.00,0.02,1,0.00,0
12,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1277,0,-0.76,4183.36,0.00,50.00,0.00,1,0.62,0.00,0.02,1,0.00,0
13,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1302,0,-0.74,4183.36,0.00,50.00,0.00,1,0.64,0.00,0.02,1,0.00,0
14,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1326,0,-0.72,4183.36,0.00,50.00,0.00,1,0.65,0.00,0.02,1,0.00,0
15,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1351,0,-0.70,4183.36,0.00,50.00,0.00,1,0.67,0.00,0.02,1,0.00,0
16,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1376,0,-0.68,4183.36,0.00,50.00,0.00,1,0.68,0.00,0.02,1,0.00,0
17,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1402,0,-0.66,4183.36,0.00,50.00,0.00,1,0.69,0.00,0.03,1,0.00,0
18,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1428,0,-0.64,4183.36,0.00,50.00,0.00,1,0.71,0.00,0.03,1,0.00,0
19,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1454,0,-0.62,4183.36,0.00,50.00,0.00,1,0.72,0.00,0.03,1,0.00,0
20,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1481,0,-0.60,4183.36,0.00,50.00,0.00,1,0.73,0.00,0.03,1,0.00,0
21,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1508,0,-0.58,4183.36,0.00,50.00,0.00,1,0.75,0.00,0.04,1,0.00,0
22,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1535,0,-0.56,4183.36,0.00,50.00,0.00,1,0.76,0.00,0.04,1,0.00,0
23,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1562,0,-0.54,4183.36,0.00,50.00,0.00,1,0.77,0.00,0.04,1,0.00,0
24,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1590,0,-0.52,4183.36,0.00,50.00,0.00,1,0.79,0.00,0.04,1,0.00,0
25,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1619,0,-0.50,4183.36,0.00,50.00,0.00,1,0.80,0.00,0.04,1,0.00,0
26,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1648,0,-0.48,4183.36,0.00,50.00,0.00,1,0.81,0.00,0.04,1,0.00,0
27,04:26:09,0.07,-0.02,-0.06,0.33,0.00,1679,0,-0.46,4183.36,0.00,50.00,0.00,1,0.82,0.00,0.04,1,0.00,0
