Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.74,0.04,-0.04,1,0.00,0
2,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.74,0.04,-0.04,1,0.00,0
3,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1080,0,-0.94,4183.36,0.00,50.00,0.00,1,0.74,0.04,-0.04,1,0.00,0
4,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1112,0,-0.92,4183.36,0.00,50.00,0.00,1,0.74,0.04,-0.04,1,0.00,0
5,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1145,0,-0.90,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.04,1,0.00,0
6,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1177,0,-0.88,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.04,1,0.00,0
7,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1210,0,-0.86,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.04,1,0.00,0
8,03:53:01,0.07,-0.02,-0.06,0.33,0.00,1243,0,-0.84,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.04,1,0.00,0
9,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1276,0,-0.82,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.04,1,0.00,0
10,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1308,0,-0.80,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.05,1,0.00,0
11,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1341,0,-0.78,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.05,1,0.00,0
12,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1374,0,-0.76,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.05,1,0.00,0
13,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1407,0,-0.74,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.05,1,0.00,0
14,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1440,0,-0.72,4183.36,0.00,50.00,0.00,1,0.75,0.04,-0.05,1,0.00,0
15,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1473,0,-0.70,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.05,1,0.00,0
16,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1506,0,-0.68,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.05,1,0.00,0
17,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1539,0,-0.66,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.05,1,0.00,0
18,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1572,0,-0.64,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.05,1,0.00,0
19,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1605,0,-0.62,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.05,1,0.00,0
20,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1639,0,-0.60,4183.36,0.00,50.00,0.00,1,0.76,0.04,-0.06,1,0.00,0
21,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1674,0,-0.58,4183.36,0.00,50.00,0.00,1,0.77,0.04,-0.06,1,0.00,0
22,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1709,0,-0.56,4183.36,0.00,50.00,0.00,1,0.77,0.04,-0.06,1,0.00,0
23,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1745,0,-0.54,4183.36,0.00,50.00,0.00,1,0.77,0.04,-0.06,1,0.00,0
24,03:53:02,0.07,-0.02,-0.06,0.33,0.00,1782,0,-0.52,4183.36,0.00,50.00,0.00,1,0.77,0.04,-0.06,1,0.00,0
