Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
2,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
3,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
4,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1091,0,-0.92,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
5,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1135,0,-0.90,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
6,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1179,0,-0.88,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
7,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1223,0,-0.86,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
8,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1267,0,-0.84,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
9,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1311,0,-0.82,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
10,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1355,0,-0.80,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
11,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1399,0,-0.78,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
12,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1443,0,-0.76,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
13,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1487,0,-0.74,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
14,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1531,0,-0.72,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
15,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1575,0,-0.70,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
16,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1620,0,-0.68,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
17,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1665,0,-0.66,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
18,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1712,0,-0.64,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
19,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1760,0,-0.62,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
20,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1809,0,-0.60,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
21,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1859,0,-0.58,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
22,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1910,0,-0.56,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
23,15:52:30,0.07,-0.02,-0.06,0.33,0.00,1962,0,-0.54,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
24,15:52:30,0.07,-0.02,-0.06,0.33,0.00,2015,0,-0.52,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
25,15:52:30,0.07,-0.02,-0.06,0.33,0.00,2070,0,-0.50,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
26,15:52:30,0.07,-0.02,-0.06,0.33,0.00,2126,0,-0.48,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
27,15:52:30,0.07,-0.02,-0.06,0.33,0.00,2183,0,-0.46,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
28,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2242,0,-0.44,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
29,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2301,0,-0.42,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
30,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2362,0,-0.40,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
31,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2424,0,-0.38,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
32,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2488,0,-0.36,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
33,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2552,0,-0.34,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
34,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2618,0,-0.32,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
35,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2686,0,-0.30,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
36,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2755,0,-0.28,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
37,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2825,0,-0.26,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
38,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2897,0,-0.24,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
39,15:52:31,0.07,-0.02,-0.06,0.33,0.00,2971,0,-0.22,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
40,15:52:31,0.07,-0.02,-0.06,0.33,0.00,3046,0,-0.20,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
41,15:52:31,0.07,-0.02,-0.06,0.33,0.00,3122,0,-0.18,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
42,15:52:31,0.07,-0.02,-0.06,0.33,0.00,3201,0,-0.16,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
43,15:52:31,0.07,-0.02,-0.06,0.33,0.00,3280,0,-0.14,4183.36,0.00,50.00,0.00,1,1.00,0.00,-0.17,1,0.00,0
