Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,16:41:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
2,16:41:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
3,16:41:03,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
4,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
5,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.90,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
6,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.88,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
7,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.86,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
8,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.84,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
9,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.82,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
10,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.80,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
11,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.78,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
12,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.76,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
13,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.74,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
14,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.72,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
15,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.70,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
16,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.68,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
17,16:41:04,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.66,4183.36,0.00,50.00,0.00,1,0.00,0.00,-1.17,1,0.00,0
