Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.98,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
2,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.96,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
3,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.94,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
4,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.92,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
5,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.90,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
6,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.88,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
7,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.86,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
8,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.84,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
9,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.82,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
10,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.80,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
11,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.78,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
12,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.76,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
13,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.74,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
14,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.72,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
15,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.70,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
16,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.68,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
17,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.66,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
18,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.64,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
19,23:19:05,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.62,2032.56,0.00,55.00,0.00,1,0.00,0.00,0.00,1,0.00,0
