Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.98,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
2,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.96,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
3,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.94,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
4,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.92,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
5,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.90,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
6,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.88,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
7,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.86,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
8,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.84,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
9,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.82,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
10,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.80,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
11,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.78,4183.36,0.00,50.00,0.00,1,0.00,0.00,0.00,1,0.00,0
12,03:14:06,0.07,-0.02,-0.06,0.33,0.00,1047,0,-0.76,4183.36,0.00,50.00,0.00,1,0.10,0.00,0.00,1,0.00,0
