Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
1,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1152,0,-0.98,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
2,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1171,0,-0.96,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
3,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1190,0,-0.94,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
4,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1210,0,-0.92,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
5,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1229,0,-0.90,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
6,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1248,0,-0.88,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
7,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1267,0,-0.86,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
8,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1286,0,-0.84,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
9,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1305,0,-0.82,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
10,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1325,0,-0.80,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
11,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1344,0,-0.78,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
12,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1363,0,-0.76,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
13,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1382,0,-0.74,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
14,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1401,0,-0.72,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
15,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1420,0,-0.70,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
16,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1439,0,-0.68,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
17,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1459,0,-0.66,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
18,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1478,0,-0.64,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
19,19:26:40,-0.01,-0.02,-0.00,0.33,0.00,1497,0,-0.62,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
20,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1516,0,-0.60,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
21,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1535,0,-0.58,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
22,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1554,0,-0.56,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
23,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1573,0,-0.54,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
24,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1592,0,-0.52,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
25,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1610,0,-0.50,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
26,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1629,0,-0.48,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
27,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1648,0,-0.46,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
28,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1667,0,-0.44,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
29,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1686,0,-0.42,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
30,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1704,0,-0.40,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
31,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1723,0,-0.38,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
32,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1742,0,-0.36,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
33,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1760,0,-0.34,2032.56,0.00,55.00,0.00,1,0.10,0.00,0.00,1,0.00,0
34,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1779,0,-0.32,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
35,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1821,0,-0.30,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
36,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1864,0,-0.28,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
37,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1907,0,-0.26,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
38,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1950,0,-0.24,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
39,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,1993,0,-0.22,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
40,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2036,0,-0.20,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
41,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2080,0,-0.18,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
42,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2123,0,-0.16,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
43,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2167,0,-0.14,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
44,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2211,0,-0.12,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
45,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2255,0,-0.10,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
46,19:26:41,-0.01,-0.02,-0.00,0.33,0.00,2299,0,-0.08,2032.56,0.00,55.00,0.00,1,0.20,0.00,0.00,1,0.00,0
