Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta,Time_Seconds,Speed_Magnitude,SpeedX_Change,SpeedY_Change,SpeedZ_Change,Dist_From_Center,Angle_Change,RPM_Change,Net_Acceleration,Time_Delta,Gear_Change,Distance_Rate,Speed_Angle_Interaction,Speed_Position_Interaction,SpeedX_MA,SpeedY_MA,Angle_MA
-1.0235250489317942,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.716839514053067,-2.1692288029892923,-1.1964088761705574,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,-2.7215349949937995,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,-0.004993465473870143,-2.7215349949937995,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.022991457718222,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.6786232898039133,-2.1692288029892923,-1.1954961207777137,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,-1.2144257704933648,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.1410669389295177,-1.2144257704933648,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0224578665046495,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.600214140051339,-2.1692288029892923,-1.19458336538487,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.29268345400706997,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.29468219183652905,0.29268345400706997,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0219242752910773,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.4769997618687234,-2.1692288029892923,-1.1936706099920265,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.46592542458532854,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0213906840775049,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.330723869052997,-2.1692288029892923,-1.1927578545991826,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.5540653237942695,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0208570928639327,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.175223370384027,-2.1692288029892923,-1.191845099206339,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.5893212834778458,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0203235016503605,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-2.009839365443724,-2.1692288029892923,-1.190932343813495,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.6270955259959634,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.019789910436788,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-1.8352307546501772,-2.1692288029892923,-1.1900195884206515,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.6623514856795397,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0192563192232158,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-1.6513975380033863,-2.1692288029892923,-1.1891068330278078,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.697607445363116,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0187227280096436,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-1.4589986159214403,-2.1692288029892923,-1.1881940776349642,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.7303451222121513,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0181891367960711,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-1.2553983867319838,-2.1692288029892923,-1.1872813222421204,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.7731559303993512,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.017655545582499,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-1.0379612487626613,-2.1692288029892923,-1.1863685668492767,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.8260398699247157,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0171219543689267,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-0.8033926999230284,-2.1692288029892923,-1.1854558114564329,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.8915152236227861,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.0165883631553543,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-0.5516927402130855,-2.1692288029892923,-1.1845430560635892,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.9569905773208566,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
-1.016054771941782,00:05:50,-2.0740158631398216,-0.03980465862989126,-0.24269974094398142,1.1373807995992122,0.24344330021306737,-0.2960393779946092,-2.1692288029892923,-1.1836303006707456,0.8864303026330058,-0.9611504097636406,0.9512177223420556,-0.9163576857532155,-1.1505927326224674,0.7950531955072148,0.0,-0.7581049427770744,-2.3048213459143967,0.0,0.0,-1.7266725260700118,-2.066201897202221,-0.007931934249129175,-2.2959715182386462e-05,0.00019874579541488596,0.3449575826338336,0.00023884008037438617,0.9721002743281035,0.7950531955072148,-0.05790763824868809,-0.005420321806590548,-0.0797138871238495,0.1941966305281413,0.3175511034534579,-2.0872648959208577,-0.04066567510176156,0.2481903467972356
