timestamp,angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z
1743096928.7198935,0.00675362,0.762,0,2032.56,-0.000854492,94,1,0,1,942.478,-0.00995581,0.0479326,-0.000631324,0.33503,0.345405
1743096928.7399976,0.00679892,0.782,0,2032.56,-0.000854492,94,1,0,1,942.478,-0.0100283,0.048048,-0.000604608,0.335068,0.3454
1743096928.7617874,0.00664109,0.802,0,2032.56,-0.000854492,94,1,0,1,942.478,-0.00983386,0.0478064,-0.000620198,0.335104,0.345394
1743096928.778168,0.00668639,0.822,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.0100441,0.0479807,-0.000614359,0.335141,0.345389
1743096928.7981215,0.00652808,0.842,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.00990846,0.047708,-0.000628997,0.335178,0.345383
1743096928.8179603,0.00657481,0.862,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.0100045,0.0478403,-0.00063199,0.335215,0.345378
1743096928.8380923,0.00641745,0.882,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.00985295,0.0475972,-0.000630726,0.335252,0.345372
1743096928.8584902,0.0064637,0.902,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.0100031,0.0477548,-0.000607263,0.335288,0.345366
1743096928.8786924,0.00630635,0.922,0,2032.56,-0.000976563,94,1,0,1,942.478,-0.0100587,0.0475312,-0.000646059,0.335326,0.345361
1743096928.897438,0.00635308,0.942,0,2032.56,-0.00109863,94,1,0,1,942.478,-0.0101259,0.0476971,-0.000587401,0.335363,0.345355
1743096928.9213872,0.0061962,0.962,0,2032.56,-0.00109863,94,1,0,1,942.478,-0.0101326,0.0474507,-0.000624411,0.335399,0.34535
1743096928.9391665,0.00624293,0.982,0,2032.56,-0.00109863,94,1,0,1,942.478,-0.0102109,0.047597,-0.000597044,0.335436,0.345345
1743096928.9649298,0.00613135,1.004,0,2032.56,-0.0012207,94,1,0,1,942.478,-0.0103547,0.0462374,-0.000626972,0.335476,0.345339
1743096928.9814038,0.00607365,1.024,0,2032.56,-0.0012207,94,1,0,1,942.478,-0.010071,0.0484825,-0.000644337,0.335512,0.345333
1743096929.003916,0.00601977,1.044,0,2032.56,-0.0012207,94,1,0,1,942.478,0.00244393,0.0592444,-0.000616018,0.335549,0.345328
1743096929.0210345,0.00598591,1.064,0,2032.56,-0.000976563,94,1,0,1,942.478,0.0385778,0.0366198,-0.00033325,0.335578,0.345322
1743096929.0410995,0.0058996,1.084,0,2032.56,-0.000610352,94,1,0,1,942.478,0.0686141,0.0347388,-2.26937e-005,0.335603,0.345319
1743096929.0598533,0.00580233,1.104,0,2032.56,-0.000244141,94,1,0,1,942.478,0.0978553,0.0229034,0.000302367,0.335623,0.345317
1743096929.082046,0.00565213,1.124,0,2032.56,0.000488281,94,1,0,1,942.478,0.126438,0.0355795,0.000554918,0.335644,0.345316
1743096929.1036763,0.00544756,1.144,0,2032.56,0.00134277,94,1,0,1,942.478,0.155329,0.0259922,0.00067643,0.335667,0.345316
1743096929.1208847,0.00525587,1.164,0,2032.56,0.00231934,94,1,0,1,942.478,0.184804,0.0382658,0.000669426,0.335689,0.345315
1743096929.1422956,0.00508517,1.184,0,2032.56,0.00341797,94,1,0,1,942.478,0.21349,0.0287793,0.000590768,0.335714,0.345314
1743096929.164222,0.00494402,1.204,0,2032.57,0.00476074,94,1,0,1,942.478,0.241862,0.0366524,0.000593992,0.335738,0.345311
1743096929.1816294,0.00481814,1.224,0,2032.57,0.00622559,94,1,0,1,942.478,0.269127,0.0287102,0.000532084,0.335761,0.345308
1743096929.2021563,0.00471562,1.244,0,2032.57,0.00793457,94,1,0,1,942.478,0.296641,0.0317247,0.00045855,0.335783,0.345304
1743096929.2202203,0.00462406,1.264,0,2032.57,0.00964355,94,1,0,1,942.478,0.323277,0.0256019,0.000386623,0.335803,0.3453
1743096929.240817,0.00455206,1.284,0,2032.57,0.0115967,94,1,0,1,942.478,0.350579,0.0270659,0.000336536,0.335821,0.345296
1743096929.2617047,0.00448578,1.304,0,2032.57,0.0137939,94,1,0,1,942.478,0.377507,0.0229534,0.00026235,0.335839,0.345292
1743096929.2817352,0.00443381,1.324,0,2032.58,0.0159912,94,1,0,1,942.478,0.404725,0.0238103,0.000270442,0.335854,0.345287
1743096929.3040254,0.00438565,1.344,0,2032.58,0.0184326,94,1,0,1,942.478,0.431528,0.0211901,0.000244405,0.335869,0.345282
1743096929.3208928,0.00434941,1.364,0,2032.58,0.0209961,94,1,0,1,942.478,0.458851,0.0215162,0.000280186,0.335884,0.345277
1743096929.3402224,0.00431412,1.384,0,2032.58,0.0236816,94,1,0,1,942.478,0.485739,0.0201797,0.0003564,0.335898,0.345272
1743096929.3618376,0.00429123,1.404,0,2032.59,0.0266113,94,1,0,1,942.478,0.512822,0.0196602,0.000505729,0.33591,0.345267
1743096929.3809583,0.00426548,1.424,0,2032.59,0.0296631,94,1,0,1,942.478,0.569756,0.0151156,0.000714899,0.335923,0.345262
1743096929.4000354,0.00425738,1.444,0,2032.59,0.0332031,94,1,0,1,942.478,0.630382,0.0138447,0.000987097,0.335931,0.345258
1743096929.4248004,0.00426405,1.464,0,2032.6,0.0369873,94,1,0,1,942.478,0.69083,0.00795766,0.00126753,0.335938,0.345256
1743096929.4414904,0.00429362,1.484,0,2032.6,0.0411377,94,1,0,1,942.478,0.752728,0.00735746,0.00153839,0.335941,0.345255
